Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,MSFT,AAPL,AMZN,GOOGL,MSFT,AAPL,AMZN,GOOGL,MSFT,AAPL,AMZN,GOOGL,MSFT,AAPL,AMZN,GOOGL,MSFT
Date,,,,,,,,,,,,,,,,,,,,
2020-01-14,75.44322967529297,93.47200012207031,71.0395278930664,153.93939208984375,76.62308929816353,94.35549926757812,71.63740160436679,155.33513061739103,75.32018220682278,92.92749786376953,70.89948731348015,153.55010131948112,76.41317742986432,94.29399871826172,71.50680213300282,155.13573319005567,161954400,68818000,26076000,23477400
2020-01-15,75.11991882324219,93.10099792480469,71.46708679199219,154.93638610839844,76.12364189473249,93.94300079345703,71.54554802109986,155.65800132949352,74.6880266854858,92.75450134277344,71.09267026131843,154.35721629474406,75.2429736592525,93.61250305175781,71.1602052622877,154.4046787799735,121923600,57932000,21550000,21417900
2020-01-16,76.06092071533203,93.89700317382812,72.01133728027344,157.77528381347656,76.17191454820045,94.27950286865234,72.03815275975688,157.84175444938765,75.30089202786714,93.3010025024414,71.50681377041046,155.74339469520643,75.66281115173265,94.14949798583984,71.77744628827148,156.0472356229151,108829200,53190000,26080000,23865400
2020-01-17,76.90299224853516,93.23600006103516,73.46926879882812,158.65835571289062,76.90540003571786,94.33200073242188,73.52041445228143,159.00965921241536,76.00301736044453,92.86250305175781,72.32863737834732,157.07270894577653,76.30943957331336,94.29450225830078,72.626085344564,158.9621822424408,137816400,79946000,52424000,34371700
2020-01-21,76.38180541992188,94.5999984741211,73.60484313964844,158.08868408203125,76.97293540809704,94.7135009765625,73.9837301623698,159.6933102805738,76.24427442355741,93.0,73.00696178186003,158.02221341679493,76.53139743845387,93.25,73.44345017940596,158.2595838133145,110843200,74156000,48930000,29517200
2020-01-22,76.65444946289062,94.37300109863281,73.68528747558594,157.32907104492188,77.20697385138125,95.125,74.51506708981928,159.02865092857752,76.56034698568028,94.16699981689453,73.62520837338383,157.31007735957985,76.86676909750412,94.80449676513672,73.97628733938622,158.94318658850688,101832400,64326000,28458000,24138800
2020-01-23,77.02362060546875,94.22899627685547,73.72600555419922,158.29754638671875,77.1032395625604,94.4990005493164,74.16349415742818,158.37350664025567,76.15983628507468,93.63800048828125,73.50900399356541,156.9208012002122,76.70754520066748,94.25550079345703,73.86803136699017,157.79432238398144,104472000,49692000,26650000,19680800
2020-01-24,76.8016357421875,93.08200073242188,72.80633544921875,156.702392578125,78.01285552986269,94.74949645996094,74.19823201568327,159.06660630924776,76.61102297800898,92.37200164794922,72.65785395460296,156.14220206963714,77.26971830945405,94.56849670410156,74.12970442651685,159.0476126259956,146537600,75324000,29786000,24918100
2020-01-27,74.54327392578125,91.41699981689453,71.09615325927734,154.0818634033203,75.22367624090043,92.05000305175781,71.33699250078811,155.12629889419816,73.56126499598109,90.76699829101562,70.48883829793303,152.10694005834853,74.81109052667422,91.0,71.08671972598552,153.0089446252311,161940000,70570000,34132000,32078100
2020-01-28,76.6520767211914,92.6624984741211,72.0282211303711,157.10118103027344,76.8233830861,92.90550231933594,72.24174479037791,157.38601382767297,75.32503961354963,91.5009994506836,71.02811510182957,154.83192132073702,75.4239650815293,92.0250015258789,71.59321781876741,155.50604492516229,162234000,56160000,29724000,24899900
2020-01-29,78.25655364990234,92.9000015258789,72.33609771728516,159.55084228515625,79.103446634538,93.73750305175781,72.70555124780331,160.22498042935823,77.54236874294361,92.7509994506836,71.77447288626858,157.3195697689756,78.28309821074268,93.19999694824219,72.42349239357048,159.36094890964196,216229200,41760000,21566000,34754500
2020-01-30,78.14314270019531,93.53399658203125,72.21442413330078,164.05140686035156,78.196224452265,93.64350128173828,72.2640770892506,165.25725238117488,76.90779359376785,92.53050231933594,71.25851569994795,162.16193352362347,77.33968569636842,92.9000015258789,71.41245274451937,165.25725238117488,126743200,126548000,27110000,51597500
2020-01-31,74.67839050292969,100.43599700927734,71.14827728271484,161.63021850585938,77.85603612229534,102.78600311279297,72.98014026995669,163.69059145426337,74.38402933624978,100.1135025024414,70.86423327330586,161.01306137636973,77.43379716634335,102.57350158691406,72.8902603105145,163.51020215384372,199588400,311346000,43822000,36142700
2020-02-03,74.47331237792969,100.20999908447266,73.6222152709961,165.570556640625,75.63868882615688,102.42500305175781,73.80595319465691,165.68448976248862,72.919472204784,100.01249694824219,72.33161718194921,161.7916105688836,73.42133019707448,100.52999877929688,72.58188991973289,161.82009384934952,173788400,117834000,71636000,30107000
2020-02-04,76.93193817138672,102.4834976196289,71.77545928955078,171.0205841064453,77.12255095912198,102.98999786376953,72.86444505255666,171.51431848810714,75.67245940871321,100.76850128173828,70.61446801787635,167.4030623122053,76.07780703357612,101.49400329589844,72.2263518292056,168.1911336080325,136616400,105786000,95880000,36433300
2020-02-05,77.55924987792969,101.99349975585938,71.80723571777344,170.8116455078125,78.35788393608293,103.5510025024414,72.72738774441514,174.8944171691723,76.95605150390088,101.5999984741211,70.99434560329382,169.39692792938607,78.05869253554688,103.5510025024414,72.67921990211404,174.7330071193889,118826800,87524000,36376000,39186300
2020-02-06,78.46644592285156,102.5114974975586,73.2929916381836,174.35325622558594,78.46886107230499,102.81500244140625,73.57057995499277,174.5336599911423,77.27211770182508,101.23999786376953,72.02722376835176,170.9636010212311,77.82947234428954,102.0510025024414,72.1017069989846,171.82763248366683,105425600,63660000,37822000,27751400
2020-02-07,77.39989471435547,103.96399688720703,73.44891357421875,174.60011291503906,78.2149347676415,104.92649841308594,73.75380988182637,176.2522155665568,76.90893545307632,101.90499877929688,72.76860814708976,173.26134082611614,77.96582750464246,102.09950256347656,72.866929041931,173.61265875335346,117684000,101906000,28360000,33529100
2020-02-10,77.76750946044922,106.69550323486328,74.91629791259766,179.16714477539062,77.76750946044922,106.77999877929688,74.92722414087224,179.30007159743232,75.90525344548281,104.24800109863281,73.25476107852305,173.99247382656716,75.9850613598187,104.25050354003906,73.3555672789149,174.30580444022337,109348800,101124000,38302000,35844300
2020-02-11,77.29832458496094,107.54000091552734,74.9858169555664,175.12229919433594,78.33587187126635,109.29750061035156,75.97003370117069,181.06604575945155,77.08065923180118,106.80000305175781,74.7568965647971,174.22978462803601,78.26331921379253,107.54499816894531,75.14521713630961,181.0185688061082,94323200,114920000,34852000,53159900
2020-02-12,79.13397979736328,108.0,75.41138458251953,175.37867736816406,79.13881418044723,109.01249694824219,75.49430874131542,176.46108534764494,77.74816513747918,107.7645034790039,74.91679471215745,172.66316057923015,77.74816513747918,108.16000366210938,75.27382928475085,176.20472136915564,113730400,66686000,31042000,47062900
2020-02-13,78.57046508789062,107.49349975585938,75.15116882324219,174.42919921875,78.89696679324649,108.51399993896484,75.77486540861928,176.8218814332766,78.20285267206994,107.0999984741211,74.68487960808152,173.63162399264098,78.40600748455542,107.24949645996094,74.98282764946256,173.8310214211516,94747600,60636000,22914000,35295800
2020-02-14,78.58981323242188,106.74349975585938,75.41633605957031,175.9863739013672,78.83892050632156,107.9520034790039,75.48188583916784,176.04334046425984,78.08192253766144,106.29450225830078,74.76184602231503,173.42276266771293,78.53901899642953,107.78399658203125,75.20777546733567,173.99245727251068,80113600,52124000,23198000,23149500
2020-02-18,77.15079498291016,107.78350067138672,75.45160675048828,177.7713623046875,77.33218399932765,108.30349731445312,76.00379801654766,178.21761963094866,76.08906106405882,106.20549774169922,75.03299279148968,176.12876387343266,76.27045008047632,106.2509994506836,75.19835617848237,176.23320738570513,152531200,58912000,25642000,27792200
2020-02-19,78.26815032958984,108.51100158691406,75.72123718261719,178.30455017089844,78.49791270322793,109.25499725341797,76.01272951679007,179.1614115971862,77.39264718918032,108.05599975585938,75.52807331271677,177.53337198173801,77.39264718918032,108.38999938964844,75.83694001450749,179.0471672810164,93984000,51224000,22746000,29997500
2020-02-20,77.46519470214844,107.65499877929688,75.32994079589844,175.58164978027344,78.51725240619737,108.8395004272461,75.83048626235644,178.27602346702824,76.95972489443142,106.37249755859375,74.69779566759601,172.4207686942019,78.02871401030635,108.65350341796875,75.43024689467184,177.99039809402234,100566000,62626000,25962000,36862400
2020-02-21,75.71174621582031,104.79850006103516,73.6649169921875,170.03102111816406,77.50145646107003,107.22750091552734,75.03000583040279,174.70571148986244,75.09502672640008,104.4000015258789,73.41812216900625,168.75524447726494,77.0588632814514,107.10749816894531,74.71368322798507,174.3915250882964,129554000,92926000,42520000,48572600
2020-02-24,72.11542510986328,100.4645004272461,70.50670623779297,162.70005798339844,73.56653705998549,101.96499633789062,71.32705227867518,166.18465515217062,69.95085421270655,99.39849853515625,69.8576867844857,155.40716170842933,71.89292541072396,100.15899658203125,70.66511381109099,159.72958932936746,222195200,130940000,49560000,68311100
2020-02-25,69.67272186279297,98.63700103759766,68.84119415283203,160.01519775390625,73.16748626275555,101.7300033569336,71.35038478690109,166.46073285003268,69.20111488480276,97.9209976196289,68.54821669209058,159.61531360581694,72.7853633450679,101.32099914550781,71.0598926260904,165.8514056385486,230673600,124382000,51580000,68073300
2020-02-26,70.77798461914062,98.97949981689453,69.04727172851562,162.0145721435547,72.04287320574078,100.7334976196289,70.19932951834674,164.95647988284654,69.29059633111234,98.02249908447266,68.35604008547062,160.14851361140236,69.2978515957081,98.51399993896484,69.27122908358415,161.576625856982,198054800,104492000,49776000,56206100
2020-02-27,66.15135955810547,94.21499633789062,65.29713439941406,150.59913635253906,69.16967532004576,98.75,68.00098920954161,159.0250014278775,66.01592302206369,94.13800048828125,65.26187799484646,150.40872435941077,67.98460193931137,96.71900177001953,67.49150271843352,155.4928131937102,320605600,162880000,62290000,93174900
2020-02-28,66.1126708984375,94.1875,66.50381469726562,154.2456512451172,67.33402814341571,94.48799896240234,66.66271477222554,155.86419021733548,62.00360705177279,90.55650329589844,62.97614362297551,144.71538660701916,62.218858912688944,90.73149871826172,63.279054704787185,145.10574080749583,426510000,189620000,80198000,97012700
2020-03-02,72.26781463623047,97.69750213623047,68.84119415283203,164.5089569091797,72.9038867453178,97.72550201416016,68.89829543416829,164.6327312508406,67.16715549336965,93.5,65.80612769225289,154.53121958329675,68.27000031448878,95.32450103759766,67.10665938377004,157.3874432646663,341397200,135234000,55430000,71030800
2020-03-03,69.97260284423828,95.44950103759766,66.4278335571289,156.6258087158203,73.52298744003178,99.81649780273438,69.92719618427,166.61307787065545,69.12127931863051,94.40450286865234,66.00673437386882,154.48364057176903,73.44317954987368,98.76850128173828,69.40529839669307,165.4705910993296,319475600,150690000,56602000,71677000
2020-03-04,73.21827697753906,98.79149627685547,68.60681915283203,162.37632751464844,73.37790019382146,98.9000015258789,68.66541313679936,162.51913289503506,70.89408264604006,96.0999984741211,66.39209082387919,157.68259213669793,71.6946122287109,97.32849884033203,67.48256934329274,160.4150561439755,219178400,95458000,47598000,49814400
2020-03-05,70.84329223632812,96.20149993896484,65.28770446777344,158.30148315429688,72.4467648225109,98.03600311279297,67.21789611582923,162.68101857562968,70.47809334857007,95.5,64.63619971791267,157.7492780197032,71.47210154193513,96.6500015258789,66.81665653912074,158.09202553333,187572800,94964000,54380000,47817300
2020-03-06,69.9024887084961,95.05449676513672,64.34321594238281,153.8267364501953,70.3354058888164,95.54350280761719,64.69130946412695,155.292925288608,68.01604591388242,93.4749984741211,62.42991012561368,148.523672701681,68.20226931131931,93.75,63.06254774883927,154.81688787610258,226176800,105472000,64640000,72821100
2020-03-09,64.37374877929688,90.03050231933594,60.373104095458984,143.40145874023438,67.25662042749718,93.13849639892578,62.20745260056038,150.18975467813294,63.6070747073531,88.06449890136719,59.49168255231933,142.8111771899838,63.78846370366684,88.69300079345703,59.8353131816508,143.76325170458367,286744800,156264000,69252000,70419300
2020-03-10,69.01004028320312,94.59100341796875,63.3217658996582,153.20787048339844,69.27607892653965,94.7135009765625,63.355533400320745,153.31259928936166,65.1476640243261,90.90850067138672,60.30954041673716,145.26757037585006,67.02685855623419,93.54399871826172,62.289885180152496,150.5801493440142,285290000,142666000,54872000,65354400
2020-03-11,66.61329650878906,91.04299926757812,60.13027572631836,146.2672576904297,68.01362169576068,93.56600189208984,62.41601307418606,150.14219461233048,65.74988307252373,90.07499694824219,59.149044380653855,143.90610170212486,67.08733175658426,92.89250183105469,61.98598038056029,149.5995195250043,255598800,112496000,54732000,56371600
2020-03-12,60.034915924072266,83.83049774169922,55.196800231933594,132.3955078125,65.30003455864062,88.25,59.030360304346644,146.1149079701268,59.97929100201063,83.75,55.04385578012002,131.93851601607352,61.8995963124533,86.0989990234375,55.74650994520569,138.33645927607344,418474000,226924000,94326000,93226400
2020-03-13,67.22762298583984,89.25,60.29762268066406,151.21803283691406,67.699237494227,89.31549835205078,60.304078399115795,154.15042478211845,61.176482909765234,84.03099822998047,55.23354724050497,133.9854742160237,64.06420102635313,87.75,58.347075086419736,140.43102427946823,370732000,176194000,79400000,92727400
2020-03-16,58.57897186279297,84.4574966430664,53.28250503540039,128.92996215820312,62.65901004477626,87.97250366210938,56.88118149675051,142.19237110925772,58.044477343492844,81.30149841308594,52.988531177685545,128.53009250260706,58.51608798383502,82.07550048828125,54.107313960757686,133.29046629899992,322423600,178346000,96520000,87905900
2020-03-17,61.15470886230469,90.39199829101562,55.520076751708984,139.54562377929688,62.30350239725674,92.88899993896484,55.91435675345226,140.43104645492656,57.65752663261629,84.46199798583984,52.09569672522994,128.53011031467852,59.86079893237385,88.77349853515625,54.15846940339358,133.29048477077774,324056000,218342000,83194000,81059800
2020-03-18,59.65764236450195,91.5,54.1857795715332,133.67129516601562,60.46301010190362,92.08300018310547,54.871051840564625,139.00291981940723,57.347954640535384,87.25,51.49483597251045,128.54914265685554,57.98886476183712,87.5,52.63398239554666,131.38632147313834,300233600,192904000,93044000,81593200
2020-03-19,59.200538635253906,94.04650115966797,55.2027587890625,135.87059020996094,61.14986537455913,97.25,57.235737933634475,142.95401395111134,58.6757201816232,91.63249969482422,52.41597983595572,132.3383865929663,59.83177257079482,93.0,54.03828968438438,135.92771236898116,271857200,207998000,74064000,85922700
2020-03-20,55.44215393066406,92.30449676513672,53.04464340209961,130.7674560546875,60.90558973701077,97.8499984741211,56.53407651760465,140.05018368392615,55.142256121470716,91.0364990234375,52.741236013893825,129.34885962811197,59.78097572031221,96.31549835205078,56.157671020440276,139.00289578141994,401693200,196358000,82878000,84866200
2020-03-23,54.26433563232422,95.1415023803711,52.34547424316406,129.463134765625,55.263185639015276,95.97000122070312,52.9800971873427,133.8331693926843,51.420157253571155,90.5999984741211,50.09797476002286,126.16896390144713,55.16160823517076,91.38749694824219,52.456706585359065,130.44377070445623,336752800,156170000,83672000,78975200
2020-03-24,59.70841598510742,97.00499725341797,56.11347961425781,141.23074340820312,59.90431549182687,97.75,56.27834290238124,142.43036670801416,56.66591773670302,95.01699829101562,53.94940459505659,134.4995835056753,57.16413220820389,97.57499694824219,54.82089627383241,136.8607244581916,287531200,142942000,72468000,82516700
2020-03-25,59.3795051574707,94.29199981689453,54.703704833984375,139.87879943847656,62.45828014038061,97.51300048828125,56.91594391981893,146.93367575898048,59.08444541685393,94.28900146484375,53.779578586585835,137.51765848214595,60.644390107262105,96.03450012207031,55.84384002725429,141.7734331352431,303602000,129582000,90324000,75638200
2020-03-26,62.50423812866211,97.77449798583984,57.74770736694336,148.6283721923828,62.56228025300905,97.82450103759766,58.17277701676787,149.15201614833694,59.58266521460016,94.4645004272461,54.22748827696145,141.25930927065227,59.62136242441082,95.0999984741211,55.35421570523209,141.2878703475674,252087200,124426000,76562000,64568100
2020-03-27,59.916419982910156,95.00499725341797,55.13274383544922,142.52557373046875,61.88267437044843,96.989501953125,57.15827471437064,147.4668435414475,59.74954150082475,94.99600219726562,54.8218881164996,142.0495364003553,61.12809725879501,96.54299926757812,55.987349858557536,144.47732968943524,204216800,107758000,62794000,57042300
2020-03-30,61.62630844116211,98.19750213623047,56.92289733886719,152.5509490966797,61.79802498746447,98.68150329589844,57.15579193434455,152.90322666976797,60.31788821611853,95.61699676513672,54.54827641714749,142.8207429707394,60.6419727055928,96.1415023803711,56.244080799172416,145.134292409769,167976400,122522000,58736000,63420300
2020-03-31,61.50053787231445,97.48600006103516,57.69954299926758,150.15170288085938,63.48372335417798,99.6510009765625,58.26811981594767,156.88286325614513,60.94669846636235,97.20050048828125,56.4466827315915,149.0568082917914,61.81736706345771,98.21749877929688,57.04307142091862,151.76069687308703,197002000,102472000,65228000,77927200
2020-04-01,58.26456832885742,95.38500213623047,54.727535247802734,144.820068359375,60.15343192722889,97.24800109863281,56.08417939198455,150.18976853607813,57.83407204839957,94.6500015258789,54.299984103804036,143.5918985143203,59.61652017243426,96.64849853515625,55.815035808554676,145.66741417445297,176218400,82438000,51970000,57969900
2020-04-02,59.236812591552734,95.94149780273438,55.468929290771484,147.8191680908203,59.29002033037774,96.37650299072266,55.753962152647176,148.02862576552008,57.294741195546685,94.5,54.282115116824485,143.15400612344354,58.12671272222617,95.08200073242188,54.62326044918919,144.58211870866245,165934000,86720000,56410000,49630700
2020-04-03,58.385494232177734,95.32949829101562,54.2607536315918,146.4576416015625,59.423037724427395,96.31649780273438,55.55631850299663,149.83750943261026,57.79537474123642,94.4574966430664,53.385791673504606,144.89623979452293,58.721668376231186,95.55750274658203,55.35371730864713,147.6667804454456,129880000,72198000,51374000,41243300
2020-04-06,63.47889709472656,99.87950134277344,58.75426483154297,157.3494415283203,63.63367854249636,99.9260025024414,59.12967394143152,158.52048972706922,60.31305518274137,96.5009994506836,55.86469442701292,150.0279823510586,60.68066757934002,96.80000305175781,56.26195599169851,152.6366731176125,201820400,115464000,63320000,67111700
2020-04-07,62.74367141723633,100.58000183105469,58.72298049926758,155.65472412109375,65.71120059846693,101.78600311279297,60.620893529545036,161.85272623097657,62.63967681398028,99.88099670410156,58.459300013090534,155.43573644344502,65.49352786324853,100.85549926757812,60.43368148304381,161.4623720516996,202887200,102280000,61620000,62769000
2020-04-08,64.34957122802734,102.1500015258789,59.93661117553711,157.21607971191406,64.6639759139237,102.19999694824219,60.3289059468666,158.68226816991287,63.17900829152558,100.55750274658203,58.79200545437825,155.6641935009924,63.54419983698464,101.05000305175781,59.74294719569394,157.73019359192514,168895200,79546000,40334000,48318200
2020-04-09,64.81391143798828,102.13800048828125,59.915252685546875,157.22561645507812,65.31696770263731,102.6500015258789,60.680971296537216,159.34873898293552,64.01822371729881,100.88300323486328,59.212598558278735,155.502363560662,64.98563166236876,102.21499633789062,60.49177784537061,158.38714875924393,161834800,92930000,54028000,51385100
2020-04-13,66.08605194091797,108.44349670410156,60.1059455871582,157.577880859375,66.19488828158737,109.0,60.31003949466843,157.63501754538458,64.29150704508059,101.9000015258789,58.71156340269645,154.52172915944234,64.89130259807796,102.0,59.663497758297,156.47348523081303,131022800,134334000,38702000,41905300
2020-04-14,69.42359924316406,114.16600036621094,62.82817077636719,165.3753662109375,69.71382453524082,114.5999984741211,63.350564947040326,165.42297284963294,67.24693169479575,109.31050109863281,61.00623363759853,159.94854353230696,67.71854594923653,110.02349853515625,61.573821626847455,160.90061819618973,194994800,161744000,63358000,52874300
2020-04-15,68.78997802734375,115.38400268554688,62.43438720703125,163.64260864257812,69.24949545432703,116.66850280761719,63.318786555927836,165.2516172547934,67.8709431733772,112.25,61.27736634781612,161.12913194567304,68.29901865238591,112.88400268554688,61.898581507399236,162.99519027424256,131154400,137332000,42236000,40940800
2020-04-16,69.33656311035156,120.40950012207031,62.44083786010742,168.55531311035156,69.70176205876241,123.05000305175781,63.23188310736483,168.78381628806628,68.28692612469368,116.75,61.4859257171919,164.6137240916995,69.5034416112321,117.30000305175781,62.92301259197122,165.9466375037729,157125200,240764000,57896000,50479600
2020-04-17,68.39574432373047,118.75,63.5119514465332,170.0405731201172,69.3994360529156,120.0,64.05818325924749,171.37347209205166,66.95914281806782,115.8010025024414,62.866402347873645,167.44139833358108,68.85284815768563,118.61650085449219,63.64602504685049,170.89743466957376,215250000,158600000,51050000,52765600
2020-04-20,66.97607421875,119.68049621582031,62.62556457519531,166.67019653320312,68.12487124671051,122.2490005493164,63.403698385158826,170.1833545401392,66.95672930580358,119.30249786376953,62.39167738128082,166.6035588577569,67.22276798842614,119.49749755859375,63.05957146388508,168.16496080222765,130015200,115414000,35292000,36669600
2020-04-21,64.90583038330078,116.40599822998047,60.19284439086914,159.7771759033203,67.05347766583337,121.41549682617188,62.07188272751854,165.34680393000076,64.19478479973962,113.98300170898438,59.83729494932787,158.14912184782517,66.81888089328784,120.83049774169922,61.709881356272376,165.18495298161926,180991600,149534000,49648000,56203700
2020-04-22,66.77536010742188,118.17449951171875,62.48950958251953,165.20407104492188,67.21069089484456,119.69999694824219,63.55565412208502,165.66106301311657,65.83213848084627,117.55000305175781,61.436272692073295,162.63347124849676,66.17314341524155,118.44999694824219,61.63043298256724,163.1761464868193,116862400,84244000,46296000,34620200
2020-04-23,66.51655578613281,119.97250366210938,63.12313461303711,163.20460510253906,68.14180153410112,121.21099853515625,63.96632194128163,166.67015561768704,66.47785858014103,119.10399627685547,62.594781016508605,162.71905234917483,66.71971058203668,119.9990005493164,62.853494700717256,165.7656877700461,124814400,101332000,34202000,32790800
2020-04-24,68.4368667602539,120.51100158691406,63.39277267456055,166.18467712402344,68.44654290771221,121.02149963378906,63.447892535395646,166.19419264314408,66.99300989791057,119.0999984741211,61.77393695145005,162.52871298530863,67.04138325446418,120.8499984741211,62.32016874850442,163.81400538707817,126161200,76498000,37402000,34277600
2020-04-27,68.48524475097656,118.80000305175781,63.10773849487305,165.7086181640625,68.81658086164907,122.24400329589844,64.2617815012073,168.42202256727543,67.70648089449013,118.1500015258789,62.81972404558168,164.9945620799262,68.1539012595656,122.16000366210938,64.15749740277272,168.12688171023376,117087600,112912000,44186000,33194400
2020-04-28,67.37510681152344,115.7040023803711,61.20734786987305,161.6717987060547,69.12853328839934,118.67500305175781,63.79797764528471,167.2509568988296,67.28320927875984,115.30000305175781,61.09760444603932,161.2719290846962,68.94714434251563,118.6050033569336,63.72051660190071,167.17478918130797,112004800,105388000,80700000,34392700
2020-04-29,69.58808135986328,118.635498046875,66.6493148803711,168.92660522460938,70.05727484881541,119.59449768066406,67.54165883951754,169.16462389704049,68.65937052894684,115.5,65.88210729515733,163.64260231864407,68.86252533126566,116.50050354003906,66.78934790045282,164.91837891627318,137280800,91832000,108358000,51286600
2020-04-30,71.05609893798828,123.69999694824219,66.87376403808594,170.62132263183594,71.23265351601944,123.75,67.03763472110475,171.7542793831699,69.73801025784547,119.80049896240234,65.62239273502772,167.78412941217093,70.12738834900439,120.99199676513672,66.11201957490346,171.37345529352075,183064000,190692000,55842000,53875900
2020-05-01,69.91215515136719,114.302001953125,65.41483306884766,166.20370483398438,72.31374359365245,118.12200164794922,67.10865618998697,170.07864171625766,69.13339146359068,112.90950012207031,65.03446087956415,165.6705307427977,69.23013078154854,116.83999633789062,65.75101540538412,167.37475277045658,240616800,195452000,48872000,39370500
2020-05-04,70.90132904052734,115.79949951171875,65.69192504882812,170.26902770996094,71.02951029776773,116.3489990234375,65.76989377491266,170.42136314126972,69.24706234339718,112.81900024414062,64.35663673755772,165.47057784378438,69.9363419790523,112.81900024414062,64.95848862413636,166.12751167973556,133568000,97318000,30806000,30372900
2020-05-05,71.96548461914062,115.88999938964844,66.98896789550781,172.09701538085938,72.79745613687825,117.55000305175781,68.08093904283001,174.84851064820512,71.21574190038736,115.35649871826172,66.29426590492336,171.2782305680416,71.36085458478117,117.0,66.41691697950115,171.96372550563353,147751200,64850000,39666000,36839200
2020-05-06,72.70797729492188,117.56300354003906,66.81070709228516,173.7916717529297,73.33920755337681,117.87249755859375,67.96574284054078,175.37211889966403,72.28231535832381,116.0,66.79581044461385,172.92529500424143,72.66685920210755,116.47200012207031,67.43490390739927,173.353725621066,142333600,62356000,31732000,32139300
2020-05-07,73.46012878417969,118.38050079345703,67.99504089355469,174.80093383789062,73.80598277550787,118.80000305175781,68.32874552573905,175.70540196520787,73.03205337405477,117.15550231933594,67.16377607025254,173.8298135033723,73.33436839325711,118.73899841308594,67.59927194307096,175.34360890327773,115215200,67928000,30652000,28316000
2020-05-08,75.20861053466797,118.98049926757812,68.74287414550781,175.8291473388672,75.26196230929314,119.36199951171875,69.35365934273877,176.1338182138458,73.79237217273885,117.8499984741211,68.13059625287245,174.57241629834766,74.119757726088,118.60700225830078,68.61773777696003,176.11477265228294,133838400,64132000,33326000,30877800
2020-05-11,76.39204406738281,120.44999694824219,69.69876861572266,177.7904510498047,76.88675244657776,120.9834976196289,70.2916792988954,178.52353817638254,74.50776212066847,118.60549926757812,68.30389414076711,174.0868807074852,74.71632174778293,118.73500061035156,68.36795122594977,174.37249152173197,145946400,65184000,32718000,30892700
2020-05-12,75.51900482177734,117.84750366210938,68.28800964355469,173.76309204101562,77.52695980197926,120.94999694824219,70.23209760902837,178.0759878742527,75.39775148384071,117.75,68.25473844878208,173.5631645541119,77.07589353648245,120.59249877929688,69.92869401506682,177.84749931779126,162301200,61498000,33918000,32038200
